nid,label,predlnV,predlnM,lnV,lnm,vk,vb,mk,mb,tt
100073_4,FALSE,0.17077637,0.1977539,0.19556674,0.1646628,0.1708,4.086,0.1978,4.465,16.8
100397_0,FALSE,0.15197754,0.17932129,0,-0.004244202,0.152,4.09,0.1793,4.336,8.6
101236_2,FALSE,0.13867188,0.16748047,0.040585265,-0.06839012,0.1387,4.086,0.1675,4.316,11.933333
101277_1,FALSE,0.16748047,0.19274902,-1.1041988,-1.1062366,0.1675,4.074,0.1927,4.29,13.733334
103624_0,FALSE,0.14404297,0.16992188,-0.031044642,-0.015965333,0.144,3.836,0.1699,3.887,13
112065_0,TRUE,0.1986084,0.22302246,0.37342578,0.48948172,0.1986,4.09,0.223,4.332,11.266666
102835_0,FALSE,0.13586426,0.16467285,-0.18563282,-0.102162905,0.1359,4.062,0.1647,4.258,12.366667
100676_0,FALSE,0.13708496,0.16699219,0.07045165,0.2074696,0.1371,4.1,0.167,4.367,12.133333
103353_4,FALSE,0.15673828,0.18286133,0.370679,0.41679534,0.1567,4.105,0.1829,4.4,15.266666
105515_0,FALSE,0.16796875,0.19360352,-0.06252036,-0.3198289,0.168,4.098,0.1936,4.37,13.266666
106277_1,FALSE,0.13769531,0.16699219,0.22054274,0.19570976,0.1377,4.098,0.167,4.348,12.166667
218295_0,TRUE,0.13903809,0.16870117,0.33727902,0.29551,0.139,4.1,0.1687,4.375,13.133333
101442_2,FALSE,0.13708496,0.16577148,-0.01634914,-0.10320703,0.1371,4.062,0.1658,4.254,11.5
103495_0,FALSE,0.15808105,0.18322754,-0.03484672,-0.050578997,0.1581,4.062,0.1832,4.258,11.733334
102293_0,FALSE,0.16760254,0.19262695,-0.22612418,-0.25977537,0.1676,4.066,0.1926,4.27,12.166667
103540_0,FALSE,0.14282227,0.17163086,-0.08770559,0.049564905,0.1428,4.1,0.1716,4.383,10.666667
101277_2,FALSE,0.16516113,0.19152832,0,0.04993535,0.1652,4.1,0.1915,4.387,13.733334
100288_1,FALSE,0.13659668,0.16552734,0.2799086,0.25328228,0.1366,4.086,0.1655,4.324,12
100922_1,FALSE,0.21484375,0.2368164,-0.33400616,-0.38780728,0.2148,4.094,0.2368,4.46,11.9
100985_0,FALSE,0.15563965,0.18237305,-0.13073416,-0.16698498,0.1556,4.094,0.1824,4.36,11.366667
101428_1,TRUE,0.13879395,0.1685791,0.18550122,0.301491,0.1388,4.098,0.1686,4.38,14.033334
101662_0,FALSE,0.14196777,0.1697998,0.3461257,0.3565199,0.142,4.06,0.1698,4.246,12.833333
103777_0,FALSE,0.14282227,0.17077637,-0.16430302,-0.140041,0.1428,4.105,0.1708,4.414,12
104376_1,FALSE,0.13537598,0.16357422,-0.09294611,-0.19719313,0.1354,4.062,0.1636,4.25,11.2
104768_3,FALSE,0.14086914,0.17004395,0.089612156,0.091991335,0.1409,4.094,0.17,4.45,11.466666
105617_13,FALSE,0.14245605,0.17114258,0.16947661,0.20938751,0.1425,4.1,0.1711,4.414,12.366667
106003_1,FALSE,0.19262695,0.21582031,0.075865746,0.07278834,0.1926,4.09,0.2158,4.465,12.166667
107933_0,FALSE,0.13842773,0.16772461,0.062520415,0.14334421,0.1384,4.1,0.1677,4.383,19.833334
133064_0,TRUE,0.15441895,0.17956543,0.29576614,0.2516616,0.1544,3.992,0.1796,4.113,12.333333
100965_0,FALSE,0.13830566,0.16674805,-0.15954156,-0.20328492,0.1383,4.066,0.1667,4.266,11.2
102402_0,FALSE,0.21838379,0.24047852,0.11307715,0.14499445,0.2184,4.105,0.2405,4.38,9.5
102517_0,FALSE,0.16259766,0.19042969,-0.02353051,0.052546095,0.1626,4.09,0.1904,4.35,11.9
105148_0,FALSE,0.15209961,0.17932129,-0.011472396,-0.002249863,0.1521,4.082,0.1793,4.31,11.9
107624_2,FALSE,0.14135742,0.16967773,0.10008342,0.15792121,0.1414,4.082,0.1697,4.3,11.3
100724_1,FALSE,0.17089844,0.19604492,0.090246834,-0.024522271,0.1709,4.098,0.196,4.38,10.6
103821_0,FALSE,0.13574219,0.16369629,0.04518225,0.052583195,0.1357,4.023,0.1637,4.176,15.4
133012_0,TRUE,0.13757324,0.16638184,0.8733657,1.0620604,0.1376,4.098,0.1664,4.453,11.633333
101730_0,FALSE,0.13464355,0.16381836,0.040821955,0.00050246,0.1346,4.062,0.1638,4.254,11.666667
107159_2,FALSE,0.16992188,0.1973877,-0.21952695,-0.18283483,0.1699,4.066,0.1974,4.266,10.333333
105000_2,FALSE,0.15258789,0.18029785,0,0.09389907,0.1526,4.086,0.1803,4.465,13.066667
107552_10,FALSE,0.14147949,0.1706543,-0.12470348,-0.13907786,0.1415,4.105,0.1707,4.402,11.9
100882_3,FALSE,0.14111328,0.16931152,0,-0.045720145,0.1411,4.08,0.1693,4.297,12.033334
100971_6,FALSE,0.1373291,0.16601562,0.23590575,0.16351119,0.1373,4.094,0.166,4.45,12.1
100005_0,FALSE,0.28076172,0.3166504,-0.509396,-0.5552654,0.2808,4.086,0.3167,4.46,12.133333
102609_2,FALSE,0.1459961,0.17419434,-0.20359898,-0.30296382,0.146,4.094,0.1742,4.348,14.066667
105232_7,FALSE,0.23327637,0.25927734,0.122745804,0.03449768,0.2333,4.1,0.2593,4.402,11.666667
110262_1,TRUE,0.1427002,0.17053223,0.17297907,0.2528954,0.1427,4.105,0.1705,4.375,13.5
102669_1,FALSE,0.14929199,0.17651367,-0.007692343,-0.033119358,0.1493,4.082,0.1765,4.3,11.366667
101364_0,FALSE,0.2010498,0.22546387,0.036039956,-0.0342288,0.201,4.1,0.2255,4.39,13.533334
108162_0,FALSE,0.1418457,0.1694336,-0.04396314,-0.000759115,0.1418,4.043,0.1694,4.21,8.833333
100658_4,FALSE,0.17578125,0.20117188,-0.06538275,-0.07975269,0.1758,4.098,0.2012,4.367,14.7
100780_1,FALSE,0.14196777,0.16833496,-0.101400115,-0.059535366,0.142,4.008,0.1683,4.15,11.9
100934_0,FALSE,0.16992188,0.19580078,-0.11591909,-0.114290595,0.1699,4.098,0.1958,4.348,11.7
101366_0,FALSE,0.1607666,0.18554688,-0.06657446,-0.15184547,0.1608,4.07,0.1855,4.285,12
101838_0,TRUE,0.13366699,0.1628418,0.59643936,0.7682565,0.1337,4.09,0.1628,4.32,14.466666
104287_0,TRUE,0.13537598,0.16394043,0.41633478,0.43110538,0.1354,4.066,0.164,4.266,12.6
104467_0,FALSE,0.20080566,0.22375488,0.20679444,0.28532183,0.2008,4.08,0.2238,4.285,13.533334
106113_2,FALSE,0.13330078,0.16271973,-0.026847277,-0.017439395,0.1333,4.09,0.1627,4.33,14.366667
107159_11,FALSE,0.13757324,0.1661377,0.09198242,0.13961409,0.1376,4.066,0.1661,4.266,10.333333
107950_0,FALSE,0.26611328,0.29907227,0.12285367,0.080391616,0.266,4.094,0.299,4.477,10.733334
108133_0,FALSE,0.14428711,0.17211914,0.008888913,0.12224221,0.1443,4.06,0.1721,4.246,19.9
128807_0,TRUE,0.28051758,0.3173828,0.20340104,0.29389888,0.2805,4.082,0.3174,4.45,11.8
100724_0,FALSE,0.14257812,0.17114258,0.3231288,0.4238081,0.1426,4.1,0.1711,4.375,10.6
100965_6,FALSE,0.1315918,0.16015625,0.14144199,0.10850314,0.1316,4.062,0.1602,4.254,11.2
103688_2,FALSE,0.13562012,0.16308594,0.060855273,-0.08061859,0.1356,4.016,0.1631,4.152,11.7
105713_1,FALSE,0.15319824,0.18127441,0.21007144,0.14254412,0.1532,4.09,0.1813,4.465,12.333333
102012_3,FALSE,0.1829834,0.20959473,-0.06689426,-0.15462525,0.183,4.094,0.2096,4.355,13.566667
108095_5,FALSE,0.16369629,0.18920898,0.23982605,0.34938812,0.1637,4.074,0.1892,4.277,11.9
118602_0,TRUE,0.14404297,0.17211914,0.5596158,0.65302616,0.144,4.094,0.1721,4.336,10.833333
120750_1,TRUE,0.14990234,0.1772461,0.59226596,0.5453502,0.1499,4.07,0.1772,4.273,12.166667
100789_12,FALSE,0.1928711,0.2163086,-0.25442487,-0.18821272,0.1929,4.094,0.2163,4.332,11.066667
133076_0,TRUE,0.13769531,0.16674805,0.34123603,0.35323188,0.1377,4.09,0.1667,4.33,12.366667
104632_0,FALSE,0.13574219,0.16418457,-0.07241259,-0.077514045,0.1357,4.043,0.1642,4.21,6.9
104761_1,FALSE,0.13745117,0.1673584,0.078590274,0.15488546,0.1375,4.098,0.1674,4.367,10.366667
102602_0,FALSE,0.27441406,0.31225586,-0.08052039,-0.06480279,0.2744,4.086,0.3123,4.48,12.633333
104007_1,FALSE,0.14648438,0.17480469,-0.17435342,-0.051822923,0.1465,4.082,0.1748,4.3,11.3
100934_3,FALSE,0.14526367,0.17297363,0.1201443,0.16165508,0.1453,4.086,0.173,4.312,11.7
101694_8,FALSE,0.15942383,0.18554688,-0.20972054,-0.28623813,0.1594,4.086,0.1855,4.316,19.933332
102803_0,FALSE,0.20812988,0.23022461,-0.10840933,-0.05176486,0.2081,4.098,0.2302,4.336,10.533334
211102_0,FALSE,0.14111328,0.16870117,0.004192848,-0.05600973,0.1411,4.035,0.1687,4.203,11.866667
129801_0,TRUE,0.265625,0.29833984,0.25373358,0.277139,0.2656,4.094,0.2983,4.49,11.666667
101973_0,FALSE,0.14025879,0.16882324,0.024243563,-0.049954418,0.1403,4.086,0.1688,4.316,10.233334
213396_0,TRUE,0.17077637,0.19616699,-0.18187222,-0.34225094,0.1708,4.08,0.1962,4.293,13.4
206870_0,TRUE,0.15490723,0.18066406,2.2058084,2.4867163,0.1549,4.098,0.1807,4.34,14.766666
106456_0,FALSE,0.13696289,0.1661377,0.122289576,0.12931487,0.137,4.09,0.1661,4.33,11.866667
100214_0,FALSE,0.14331055,0.17211914,0.7257427,0.3268965,0.1433,4.098,0.1721,4.375,12.166667
101122_0,FALSE,0.15905762,0.18347168,0.062974855,0.024990626,0.159,3.99,0.1835,4.113,14.466666
107388_1,FALSE,0.2548828,0.28198242,-0.17047974,-0.16962068,0.255,4.008,0.282,4.145,9.166667
116236_0,TRUE,0.16357422,0.18896484,0.68296033,0.61416936,0.1636,4.082,0.189,4.305,11.633333
107388_0,FALSE,0.15307617,0.17785645,-0.20258273,-0.17493011,0.1531,3.936,0.1779,4.023,9.166667
109777_1,TRUE,0.1394043,0.16821289,0.6103228,0.70165354,0.1394,4.1,0.1682,4.383,13.133333
100789_0,FALSE,0.14282227,0.17199707,-0.031748697,0.016387867,0.1428,4.094,0.172,4.36,11.066667
103731_0,FALSE,0.18041992,0.20422363,-0.021202235,0.08743738,0.1804,4.098,0.2042,4.355,12.3
113103_4,TRUE,0.13391113,0.16430664,0.5848249,0.7221988,0.1339,4.082,0.1643,4.316,9.566667
103588_1,FALSE,0.1463623,0.17382812,-0.24116208,-0.327256,0.1464,4.098,0.1738,4.355,8.9
100459_0,FALSE,0.14099121,0.16821289,0.017738862,0.024300808,0.141,4.035,0.1682,4.195,11.3
101923_0,FALSE,0.24511719,0.27490234,0.20371674,0.19142026,0.2451,4.1,0.275,4.44,12.4
103417_0,FALSE,0.1550293,0.18261719,0.3633939,0.3725941,0.155,4.086,0.1826,4.324,9.666667
103585_0,FALSE,0.14123535,0.16955566,-0.020408893,-0.03890248,0.1412,4.1,0.1696,4.406,13.333333
209513_0,TRUE,0.13867188,0.16760254,1.0528028,1.0443901,0.1387,4.105,0.1676,4.41,12
209632_0,FALSE,0.2722168,0.30932617,0.013459181,0.009174334,0.2722,4.08,0.3093,4.426,12.5
100517_0,FALSE,0.16125488,0.1850586,0.04138519,0.08283132,0.1613,4.02,0.185,4.168,12.733334
101957_5,FALSE,0.1517334,0.17993164,-0.2876821,-0.3390128,0.1517,4.1,0.1799,4.402,12.3
106113_12,FALSE,0.15576172,0.18249512,0.34587303,0.28189182,0.1558,4.086,0.1825,4.312,14.366667
100660_0,FALSE,0.27612305,0.31298828,0.15415065,0.15752015,0.2761,4.082,0.313,4.438,12.433333
102120_1,FALSE,0.13916016,0.16784668,0.18759866,0.18688878,0.1392,4.1,0.1678,4.375,9.4
107552_0,FALSE,0.2841797,0.32763672,-0.0858613,-0.046473328,0.2842,4.086,0.3276,4.453,11.9
218406_2,TRUE,0.13781738,0.1661377,0.37665343,0.23815568,0.1378,4.074,0.1661,4.285,13.766666
102517_1,FALSE,0.14025879,0.16821289,0.023189424,-0.07412026,0.1403,4.07,0.1682,4.273,11.9
100024_4,FALSE,0.13647461,0.16601562,0.11663691,0.09037622,0.1365,4.094,0.166,4.453,11.933333
100724_2,FALSE,0.14038086,0.16784668,0.15624936,0.12671424,0.1404,3.996,0.1678,4.125,10.6
100882_1,FALSE,0.15649414,0.18383789,0.034289088,0.034497216,0.1565,4.086,0.1838,4.34,12.033334
100285_0,FALSE,0.28881836,0.33544922,0.04614119,0.019859057,0.2888,4.062,0.3354,4.465,13.366667
100681_0,TRUE,0.28393555,0.32763672,0.5272505,0.66482943,0.284,4.07,0.3276,4.47,12.6
100857_0,FALSE,0.19360352,0.21704102,-0.46034175,-0.5014061,0.1936,4.09,0.217,4.32,12.133333
103613_0,FALSE,0.25732422,0.28710938,0.19176199,0.21831164,0.2573,4.105,0.287,4.438,12.333333
107388_3,FALSE,0.14367676,0.17004395,-0.101308234,-0.071575075,0.1437,4.016,0.17,4.16,9.166667
133108_0,TRUE,0.13696289,0.16540527,0.67248917,0.6214981,0.137,4.08,0.1654,4.293,12.666667
218406_0,TRUE,0.19128418,0.21655273,0.24607605,0.26195434,0.1913,4.098,0.2166,4.37,13.766666
100971_5,FALSE,0.1817627,0.20935059,0.2021898,0.1826723,0.1818,4.086,0.2094,4.336,12.1
107599_0,FALSE,0.13476562,0.16381836,-0.003656328,0.02709076,0.1348,4.09,0.1638,4.324,12.333333
214678_0,TRUE,0.1586914,0.1850586,0.24224918,0.21256205,0.1587,4.094,0.185,4.363,11.6
206293_0,TRUE,0.27954102,0.31811523,0.094558574,0.16877592,0.2795,4.08,0.318,4.45,12.366667
118598_0,TRUE,0.15649414,0.18188477,0.63269717,0.63651216,0.1565,4.055,0.1819,4.234,11.2
102394_0,FALSE,0.21838379,0.24243164,-0.16430302,-0.087091014,0.2184,4.098,0.2424,4.375,10.933333
107624_4,FALSE,0.14465332,0.17211914,0.027587913,0.120951205,0.1447,4.086,0.1721,4.31,11.3
108095_1,FALSE,0.28442383,0.32714844,-0.35667497,-0.083783485,0.2844,4.098,0.3271,4.453,11.9
119917_0,TRUE,0.27441406,0.31176758,0.22466913,0.30853495,0.2744,4.074,0.3118,4.465,11.933333
209119_0,TRUE,0.17565918,0.20056152,1.6196945,1.7945809,0.1757,4.09,0.2006,4.33,10.633333
211836_0,FALSE,0.18286133,0.21118164,0.124328464,0.109332845,0.1829,4.098,0.2112,4.39,9.433333
102775_0,FALSE,0.13415527,0.16308594,0.12949094,0.14921272,0.1342,4.066,0.1631,4.266,12.833333
103236_2,FALSE,0.1484375,0.17529297,0.23416439,0.24862884,0.1484,4.06,0.1753,4.25,12.733334
102606_2,FALSE,0.15209961,0.17932129,0.1901258,0.24867198,0.1521,4.082,0.1793,4.32,13.533334
106113_4,FALSE,0.17321777,0.19702148,0.037087075,0.035593238,0.1732,3.932,0.197,4.02,14.366667
100024_6,FALSE,0.13916016,0.16870117,0.19027384,0.23063202,0.1392,4.09,0.1687,4.45,11.933333
129685_1,TRUE,0.13720703,0.1665039,0.39919552,0.36009526,0.1372,4.086,0.1665,4.312,12.133333
103786_0,FALSE,0.1595459,0.1875,0.15877123,0.21259502,0.1595,4.098,0.1875,4.375,12.566667
100621_0,FALSE,0.19104004,0.2166748,-0.19464205,-0.16732475,0.191,4.098,0.2167,4.383,12.233334
100263_0,FALSE,0.28051758,0.32128906,0.04153604,0.04401867,0.2805,4.086,0.3213,4.395,13.033334
100285_1,FALSE,0.15026855,0.17614746,0.19721794,0.18363641,0.1503,4.066,0.1761,4.266,13.366667
100985_2,FALSE,0.14794922,0.17614746,-0.06045795,-0.09463899,0.148,4.09,0.1761,4.336,12.366667
101097_0,FALSE,0.2770996,0.31640625,-0.06744126,0.029395109,0.277,4.06,0.3164,4.523,12.766666
101236_11,FALSE,0.13977051,0.16723633,-0.07598589,-0.07236824,0.1398,4.04,0.1672,4.203,11.933333
101467_1,FALSE,0.16674805,0.19482422,-0.21872498,-0.21254025,0.1667,4.098,0.1948,4.363,11.666667
103095_1,FALSE,0.26635742,0.30200195,-0.13592313,-0.12900428,0.2664,4.043,0.302,4.54,11.966666
114746_0,TRUE,0.26953125,0.30444336,0.9011322,0.8200141,0.2695,4.086,0.3044,4.457,15.166667
128466_0,TRUE,0.15637207,0.18188477,0.5742146,0.44563007,0.1564,4.03,0.1819,4.188,11.866667
213485_0,TRUE,0.13452148,0.16418457,0.45689726,0.6283458,0.1345,4.074,0.1642,4.28,11.933333
104730_0,FALSE,0.13464355,0.16296387,-0.16463844,-0.15756738,0.1346,4.1,0.163,4.418,12.366667
107128_0,FALSE,0.15527344,0.18457031,0.09487228,0.153731,0.1553,4.094,0.1846,4.348,13.1
107298_0,FALSE,0.25708008,0.2890625,-0.027028646,0.012115932,0.257,4.1,0.289,4.465,12.6
101506_1,FALSE,0.13806152,0.16699219,-0.01449302,-0.023423662,0.1381,4.098,0.167,4.35,11.666667
101423_0,FALSE,0.18408203,0.2084961,0.22084208,0.19533212,0.1841,4.086,0.2085,4.33,19.833334
100899_4,FALSE,0.25878906,0.28051758,0.39099306,0.34839284,0.2588,4.062,0.2805,4.53,12.233334
102905_0,FALSE,0.16430664,0.19055176,0.18557508,0.16527939,0.1643,4.098,0.1906,4.426,12.3
101176_0,FALSE,0.13342285,0.16259766,-0.14403936,-0.20247786,0.1334,4.043,0.1626,4.22,11.9
131156_0,TRUE,0.25195312,0.27368164,1.5892352,1.7485322,0.252,4.11,0.2737,4.41,12.366667
104661_0,FALSE,0.13378906,0.16320801,-0.07145894,-0.056396227,0.1338,4.082,0.1632,4.3,13.166667
100186_1,FALSE,0.15246582,0.17980957,-0.11820543,-0.16615522,0.1525,4.086,0.1798,4.312,15.166667
105995_2,FALSE,0.14916992,0.1772461,0.05684385,0.10528106,0.1492,4.094,0.1772,4.45,13.033334
106677_0,TRUE,0.28271484,0.3256836,0.40397373,0.48669034,0.2827,4.047,0.3257,4.535,12.1
105216_1,FALSE,0.13635254,0.16430664,0.18392289,0.13831326,0.1364,4.062,0.1643,4.25,11.733334
109897_3,TRUE,0.14685059,0.17443848,0.35639864,0.27679607,0.1469,4.09,0.1744,4.34,12.666667
100186_0,FALSE,0.28466797,0.32788086,-0.4179515,-0.52083355,0.2847,4.082,0.328,4.34,15.166667
102436_6,FALSE,0.13757324,0.16699219,-0.007017561,0.041092116,0.1376,4.07,0.167,4.277,10.766666
113820_0,TRUE,0.23608398,0.26391602,0.9372461,0.88717556,0.2361,4.082,0.264,4.492,12.566667
215394_1,TRUE,0.2553711,0.28515625,1.2796745,1.3507495,0.2554,4.098,0.2852,4.473,16.333334
101236_0,FALSE,0.14404297,0.17163086,0.02794595,-0.027992563,0.144,4.094,0.1716,4.348,11.933333
100095_1,FALSE,0.26904297,0.30273438,0.11692139,0.1570954,0.269,4.098,0.3027,4.47,11.833333
105995_0,FALSE,0.13867188,0.16711426,0.030475454,0.024375152,0.1387,4.086,0.1671,4.324,13.033334
120316_6,TRUE,0.17565918,0.20239258,1.7160026,1.9855309,0.1757,4.098,0.2024,4.38,16.766666
100483_0,FALSE,0.16711426,0.19335938,-0.16430302,-0.1287031,0.1671,4.098,0.1934,4.355,9.933333
118633_0,TRUE,0.19445801,0.22070312,0.27115276,0.29901224,0.1945,4.098,0.2207,4.4,12.4
100024_0,FALSE,0.1385498,0.16796875,0.078077495,0.060578622,0.1385,4.086,0.168,4.457,11.933333
105914_1,FALSE,0.13769531,0.1665039,-0.026466582,-0.09192819,0.1377,4.1,0.1665,4.38,11.733334
101142_1,FALSE,0.28076172,0.3215332,-0.24040353,-0.22069314,0.2808,4.074,0.3215,4.45,14
100095_0,FALSE,0.1459961,0.17492676,0.20857413,0.24354577,0.146,4.08,0.1749,4.293,11.833333
100973_0,TRUE,0.2849121,0.32958984,0.27054575,0.26321217,0.285,4.09,0.3296,4.406,10.733334
101142_0,FALSE,0.2277832,0.25683594,-0.060450032,-0.068878815,0.2278,4.1,0.2568,4.438,14
101787_0,TRUE,0.21533203,0.24145508,0.16001578,0.2734462,0.2153,4.07,0.2415,4.285,12.266666
102602_1,FALSE,0.14941406,0.1772461,-0.21253112,-0.21819699,0.1494,4.1,0.1772,4.395,12.633333
104437_0,FALSE,0.2878418,0.33496094,-0.12481294,-0.12041364,0.2878,4.062,0.335,4.44,10.733334
107128_1,FALSE,0.27319336,0.3100586,-0.04376504,0.04425261,0.2732,4.086,0.31,4.465,13.1
100740_1,FALSE,0.13720703,0.16601562,0.06587275,0.037035614,0.1372,4.094,0.166,4.34,10.7
100759_0,FALSE,0.19812012,0.22460938,0.052528452,0.08100062,0.1981,4.086,0.2246,4.332,9.966666
105713_0,TRUE,0.15698242,0.18408203,0.6146339,0.6095008,0.157,4.09,0.1841,4.46,12.333333
100780_0,FALSE,0.17358398,0.19750977,0.024155714,-0.043517854,0.1736,4.04,0.1975,4.207,11.9
101277_0,FALSE,0.27905273,0.31713867,0.01645518,0.08040152,0.279,4.082,0.3171,4.375,13.733334
106058_0,TRUE,0.15844727,0.18530273,0.5061086,0.46655777,0.1584,4.1,0.1853,4.39,11.233334
100560_0,TRUE,0.26904297,0.29174805,2.8432932,3.1324322,0.269,4.105,0.2917,4.387,11.933333
101692_1,TRUE,0.20422363,0.22668457,1.414329,1.5335252,0.2042,3.996,0.2267,4.12,12.033334
209507_2,TRUE,0.28515625,0.33251953,-0.01924558,0.040318634,0.2852,4.047,0.3325,4.516,12.533334
103006_0,FALSE,0.2849121,0.32885742,-0.046439983,-0.1366312,0.285,4.07,0.3289,4.37,12.6
108138_1,FALSE,0.28393555,0.32617188,-0.116410345,-0.01883673,0.284,4.09,0.3262,4.4,12.133333
101089_0,FALSE,0.18481445,0.20996094,0.092611134,0.004405911,0.1848,4.1,0.21,4.395,11.233334
104726_1,TRUE,0.2734375,0.3100586,0.424441,0.3032387,0.2734,4.08,0.31,4.45,12.1
207708_1,TRUE,0.26782227,0.30371094,0.4193222,0.40466896,0.2678,4.086,0.3037,4.473,14.7
108138_0,FALSE,0.14526367,0.17321777,-0.064687684,-0.08552337,0.1453,4.094,0.1732,4.348,12.133333
100698_1,FALSE,0.14355469,0.171875,-0.039143942,-0.041625638,0.1436,4.082,0.1719,4.31,12.633333
100462_0,FALSE,0.24682617,0.27807617,-0.1239252,-0.11546922,0.2468,4.105,0.278,4.387,15.166667
115536_2,TRUE,0.1439209,0.17321777,0.30932122,0.39083937,0.1439,4.098,0.1732,4.438,10.1
101529_2,FALSE,0.2824707,0.32055664,0.15805689,0.14615428,0.2825,4.094,0.3206,4.41,12.866667
100368_0,FALSE,0.13305664,0.16259766,0.16690697,0.14868261,0.133,4.08,0.1626,4.297,13.766666
105258_1,FALSE,0.2800293,0.3215332,-0.3065369,-0.39710668,0.28,4.09,0.3215,4.38,11.666667
214667_1,TRUE,0.13769531,0.16638184,0.40315294,0.451397,0.1377,4.105,0.1664,4.434,10.466666
106057_0,FALSE,0.20349121,0.23266602,0.10104083,0.106211424,0.2035,4.06,0.2327,4.26,11.9
102511_0,FALSE,0.26416016,0.29858398,0.031811837,0.00237338,0.2642,4.08,0.2986,4.344,11.666667
102815_0,FALSE,0.28710938,0.3334961,-0.04908961,-0.08877537,0.287,4.066,0.3335,4.43,13.1
104420_0,FALSE,0.22424316,0.25317383,-0.35885835,-0.37468237,0.2242,4.082,0.2532,4.324,11.533334
106403_0,FALSE,0.13806152,0.16601562,0.08409837,0.028932093,0.1381,4.066,0.166,4.266,9.233334
215832_0,TRUE,0.265625,0.29785156,0.23134121,0.31288248,0.2656,4.086,0.2979,4.492,12.133333
107388_5,FALSE,0.28881836,0.33374023,-0.032722782,-0.017955747,0.2888,4.066,0.3337,4.473,9.166667
100693_0,FALSE,0.26245117,0.29418945,0.008298795,0.009087984,0.2625,4.094,0.2942,4.49,12.366667
105771_0,TRUE,0.13879395,0.16784668,0.5699146,0.65390396,0.1388,4.086,0.1678,4.324,12.133333
132722_0,TRUE,0.2836914,0.32641602,0.1967453,0.187392,0.2837,4.094,0.3264,4.402,12.166667
100810_0,FALSE,0.14135742,0.16918945,-2.196693,-2.1082456,0.1414,4.086,0.1692,4.45,11.066667
102405_1,FALSE,0.22021484,0.24780273,0.021681078,0.060110964,0.2202,4.098,0.2478,4.4,11.133333
131611_11,TRUE,0.23083496,0.26049805,0.75416654,0.7903982,0.2308,4.1,0.2605,4.41,10
100921_0,FALSE,0.28881836,0.33740234,0.16314204,0.16324006,0.2888,4.055,0.3374,4.438,11.2
106844_0,FALSE,0.28686523,0.33276367,-0.09868938,-0.1250408,0.2869,4.07,0.3328,4.438,10.966666
107533_0,FALSE,0.14038086,0.16821289,-0.047654454,-0.10499146,0.1404,4.098,0.1682,4.36,12.8
212191_0,TRUE,0.2692871,0.30786133,0.23203592,0.21253613,0.2693,4.066,0.3079,4.508,12.166667
207347_3,TRUE,0.1463623,0.1730957,3.4460113,3.8924267,0.1464,4.07,0.1731,4.27,16
214339_2,FALSE,0.13916016,0.16723633,-0.07340576,0.01035095,0.1392,4.04,0.1672,4.21,12.533334
109965_1,TRUE,0.17199707,0.1973877,0.8013961,0.9486031,0.172,4.074,0.1974,4.285,15.633333
211539_0,TRUE,0.15637207,0.18457031,0.32776502,0.41809472,0.1564,4.098,0.1846,4.36,14.266666
100970_1,FALSE,0.2788086,0.3166504,-0.36929983,-0.39867955,0.2788,4.02,0.3167,4.195,10.433333
218510_0,TRUE,0.27685547,0.31713867,1.0036525,1.1851358,0.2769,4.062,0.3171,4.5,13.2
107934_0,FALSE,0.13793945,0.16564941,0.099408336,0.08429979,0.138,4.094,0.1656,4.367,12.166667
102609_5,FALSE,0.28686523,0.33325195,-0.41671842,-0.49893716,0.2869,4.055,0.3333,4.473,14.066667
103621_0,TRUE,0.28295898,0.328125,0.4688527,0.55951554,0.283,4.035,0.3281,4.523,13.533334
108076_0,FALSE,0.1730957,0.2010498,0.042367775,0.104588,0.1731,4.055,0.201,4.24,11.2
118850_0,TRUE,0.2746582,0.31323242,0.27672437,0.27910185,0.2747,4.08,0.3132,4.344,13.166667
109821_0,TRUE,0.24353027,0.27392578,0.3763307,0.47379565,0.2435,4.098,0.274,4.406,12.8
116193_0,TRUE,0.28125,0.32373047,0.70084226,0.7180612,0.2812,4.08,0.3237,4.426,10.266666
100188_0,FALSE,0.13891602,0.16674805,0.24531743,0.107326195,0.1389,4.06,0.1667,4.24,17.966667
100989_0,FALSE,0.13647461,0.16479492,0.06381154,0.06552938,0.1365,4.074,0.1648,4.285,14.5
116118_0,TRUE,0.28027344,0.32177734,0.19970629,0.23227748,0.2803,4.043,0.3218,4.504,13.233334
104726_7,TRUE,0.2849121,0.3317871,0.61957663,0.67603236,0.285,4.05,0.3318,4.508,12.1
105216_0,FALSE,0.14331055,0.17089844,0.042559605,0.076304555,0.1433,4.094,0.1709,4.348,11.733334
100899_0,FALSE,0.14245605,0.17041016,-0.09666899,-0.06534247,0.1425,4.1,0.1704,4.375,12.233334
133114_6,TRUE,0.28344727,0.32763672,0.22486126,0.07193262,0.2834,4.043,0.3276,4.53,22.166666
116176_0,TRUE,0.20214844,0.23132324,2.5693302,3.0799587,0.2021,4.098,0.2313,4.414,10.7
106582_0,FALSE,0.14831543,0.17578125,0.15182684,0.1279391,0.1483,4.055,0.1758,4.242,14.9
105914_0,FALSE,0.28686523,0.33398438,0.4438473,0.42995435,0.2869,4.055,0.334,4.504,11.733334
